,Date,AMB_TEMP,WIND_DIREC,WIND_SPEED,RAINFALL,RH,PM2.5,PM10
3927,2015061315,29,155,0,0,70,19,87
3928,2015061316,29,160,0,0,72,17,79
3929,2015061317,29,212,0,0,72,20,80
3930,2015061318,29,128,0,0,72,0,21
3931,2015061319,29,155,0,0,75,20,30
3932,2015061320,29,130,0,0,77,20,40
3933,2015061321,29,109,0,0,75,15,40
3934,2015061322,28,96,0,0,76,12,38
3935,2015061323,28,99,0,0,76,7,37
3936,2015061400,28,129,0,0,76,6,38
3937,2015061401,28,115,1,0,77,6,32
3938,2015061402,28,297,0,0,78,10,23
3939,2015061403,27,304,0,0,80,11,11
3940,2015061404,27,110,0,0,81,12,11
3941,2015061405,27,101,0,0,81,12,9
3942,2015061406,28,195,0,0,76,12,21
3943,2015061407,29,144,0,0,73,17,30
3944,2015061408,31,16,0,0,66,20,36
3945,2015061409,32,349,0,0,61,25,39
3946,2015061410,33,304,0,0,61,29,43
3947,2015061411,33,310,0,0,66,28,42
3948,2015061412,32,314,0,0,67,29,36
3949,2015061413,32,325,0,0,68,23,31
3950,2015061414,31,318,0,0,71,17,29
3951,2015061415,27,185,0,12,84,15,71
3952,2015061416,26,268,0,0,87,15,66
3953,2015061417,26,19,0,0,89,11,74
3954,2015061418,27,101,0,0,85,11,33
3955,2015061419,27,134,0,0,84,9,31
3956,2015061420,27,93,0,0,83,15,18
3957,2015061421,27,154,0,0,85,13,19
3958,2015061422,27,296,0,0,86,13,19
3959,2015061423,27,124,0,0,85,16,17
3960,2015061500,26,120,0,0,84,0,11
3961,2015061501,26,118,0,0,85,0,7
3962,2015061502,26,94,1,0,84,13,14
3963,2015061503,26,297,1,0,85,9,13
3964,2015061504,26,187,0,0,88,11,19
3965,2015061505,26,94,0,0,86,14,18
3966,2015061506,27,157,0,0,83,17,23
3967,2015061507,28,169,0,0,78,17,24
3968,2015061508,30,333,0,0,72,16,26
3969,2015061509,31,303,2,0,70,12,21
3970,2015061510,32,316,3,0,68,15,20
3971,2015061511,32,311,3,0,70,17,21
3972,2015061512,31,318,0,0,72,21,36
3973,2015061513,31,313,0,0,71,20,41
3974,2015061514,31,322,0,0,71,0,0
3975,2015061515,31,328,0,0,71,10,40
3976,2015061516,31,339,0,0,71,8,25
3977,2015061517,31,320,0,0,71,6,19
3978,2015061518,31,317,0,0,69,7,17
3979,2015061519,30,129,0,0,69,8,26
3980,2015061520,29,146,2,0,75,14,36
3981,2015061521,29,87,0,0,77,17,49
3982,2015061522,29,126,0,0,76,11,49
3983,2015061523,28,113,0,0,77,6,39
3984,2015061600,28,115,0,0,78,7,25
3985,2015061601,28,125,0,0,79,8,22
3986,2015061602,27,121,1,0,81,8,22
3987,2015061603,27,118,0,0,81,10,32
3988,2015061604,27,112,0,0,82,9,23
3989,2015061605,27,149,0,0,82,8,23
3990,2015061606,28,193,0,0,79,8,18
3991,2015061607,30,260,0,0,71,12,23
3992,2015061608,31,258,0,0,66,17,22
3993,2015061609,33,242,0,0,61,21,32
3994,2015061610,33,216,0,0,59,24,46
3995,2015061611,33,0,0,0,64,25,57
3996,2015061612,32,0,0,0,69,20,64
3997,2015061613,32,317,0,0,69,14,62
3998,2015061614,32,327,0,0,68,0,0
3999,2015061615,32,317,0,0,66,5,64
4000,2015061616,32,315,0,0,65,5,55
4001,2015061617,32,309,0,0,66,11,52
4002,2015061618,32,285,0,0,65,11,43
4003,2015061619,31,212,1,0,65,17,44
4004,2015061620,31,325,0,0,68,17,34
4005,2015061621,30,146,0,0,72,20,26
4006,2015061622,29,312,0,0,74,13,19
4007,2015061623,29,126,0,0,76,10,21
4008,2015061700,28,117,0,0,77,11,22
4009,2015061701,28,124,0,0,79,7,18
4010,2015061702,28,125,0,0,80,6,24
4011,2015061703,28,117,0,0,82,6,30
4012,2015061704,27,126,0,0,82,12,24
4013,2015061705,27,318,0,0,83,11,10
4014,2015061706,29,310,0,0,73,14,18
4015,2015061707,30,274,0,0,68,21,31
4016,2015061708,32,316,2,0,63,23,51
4017,2015061709,34,260,0,0,57,20,45
4018,2015061710,35,271,0,0,51,15,61
4019,2015061711,35,299,0,0,53,15,66
4020,2015061712,34,299,0,0,61,22,75
4021,2015061713,34,277,4,0,60,19,64
4022,2015061714,35,250,0,0,58,25,57
4023,2015061715,35,262,0,0,57,22,54
4024,2015061716,34,306,0,0,57,19,57
4025,2015061717,33,303,0,0,59,17,53
4026,2015061718,32,315,3,0,62,13,52
4027,2015061719,31,329,0,0,64,19,40
4028,2015061720,31,109,0,0,64,11,39
4029,2015061721,31,140,0,0,65,16,29
4030,2015061722,31,125,0,0,68,12,26
4031,2015061723,29,125,0,0,72,20,21
4032,2015061800,29,273,0,0,75,12,30
4033,2015061801,29,305,0,0,76,11,30
4034,2015061802,28,306,0,0,75,13,32
4035,2015061803,29,271,0,0,73,18,30
4036,2015061804,28,296,1,0,71,19,29
4037,2015061805,28,301,0,0,69,10,22
4038,2015061806,29,78,1,0,67,11,13
4039,2015061807,30,203,0,0,64,9,8
4040,2015061808,31,252,0,0,59,10,9
4041,2015061809,33,221,0,0,54,6,18
4042,2015061810,34,250,0,0,49,14,35
4043,2015061811,34,259,0,0,48,20,57
4044,2015061812,35,260,0,0,46,20,68
4045,2015061813,34,312,0,0,56,17,72
4046,2015061814,34,287,0,0,60,15,67
4047,2015061815,34,263,0,0,57,14,66
4048,2015061816,34,286,0,0,57,22,65
4049,2015061817,33,295,0,0,57,25,68
4050,2015061818,32,304,0,0,58,25,56
4051,2015061819,31,318,0,0,62,20,50
4052,2015061820,31,317,0,0,64,20,47
4053,2015061821,31,314,0,0,67,20,51
4054,2015061822,30,259,0,0,75,12,39
4055,2015061823,29,310,0,0,78,13,37
4056,2015061900,29,283,0,0,80,12,33
4057,2015061901,29,321,0,0,80,15,41
4058,2015061902,29,119,0,0,79,10,35
4059,2015061903,28,107,0,0,81,9,35
4060,2015061904,28,140,0,0,83,11,32
4061,2015061905,28,186,0,0,82,11,32
4062,2015061906,29,279,0,0,78,11,36
4063,2015061907,31,301,0,0,66,11,35
4064,2015061908,31,236,0,0,64,17,28
4065,2015061909,33,279,0,0,60,15,25
4066,2015061910,33,312,0,0,60,13,28
4067,2015061911,33,316,0,0,60,9,32
4068,2015061912,34,307,0,0,61,12,32
4069,2015061913,33,318,0,0,66,14,37
4070,2015061914,32,310,0,0,68,12,44
4071,2015061915,32,297,0,0,68,12,48
4072,2015061916,32,300,0,0,67,11,45
4073,2015061917,31,283,0,0,68,13,38
4074,2015061918,30,208,0,0,72,13,27
4075,2015061919,30,258,0,0,70,16,24
4076,2015061920,30,121,0,0,72,0,17
4077,2015061921,30,115,0,0,73,0,19
4078,2015061922,29,146,0,0,77,17,21
4079,2015061923,29,131,0,0,77,16,26
4080,2015062000,29,118,0,0,78,17,34
4081,2015062001,28,115,0,0,79,16,33
4082,2015062002,28,142,0,0,78,15,28
4083,2015062003,29,298,0,0,78,12,16
4084,2015062004,28,299,1,0,77,11,10
4085,2015062005,29,276,1,0,75,7,19
4086,2015062006,29,302,0,0,74,12,30
4087,2015062007,30,304,0,0,71,13,40
4088,2015062008,30,314,0,0,75,15,41
4089,2015062009,30,312,0,0,71,9,35
4090,2015062010,31,319,0,0,68,10,25
4091,2015062011,32,309,0,0,65,14,24
4092,2015062012,32,301,0,0,64,14,15
4093,2015062013,32,301,0,0,65,14,14
4094,2015062014,32,296,0,0,65,13,9
4095,2015062015,32,294,0,0,64,10,18
4096,2015062016,32,293,0,0,64,7,35
4097,2015062017,31,106,0,0,68,6,42
4098,2015062018,30,117,0,0,71,11,50
4099,2015062019,30,121,0,0,72,16,42
4100,2015062020,29,128,0,0,72,18,42
4101,2015062021,29,112,0,0,72,20,40
4102,2015062022,29,128,0,0,70,24,37
4103,2015062023,29,172,0,0,71,20,26
4104,2015062100,28,212,0,0,76,0,16
4105,2015062101,28,249,0,0,76,15,18
4106,2015062102,28,299,0,0,76,14,23
4107,2015062103,28,253,0,0,79,12,20
4108,2015062104,27,302,0,0,84,11,15
4109,2015062105,27,209,0,0,84,13,8
4110,2015062106,28,302,0,0,79,13,14
4111,2015062107,29,225,1,0,76,19,28
4112,2015062108,30,252,0,0,68,20,41
4113,2015062109,32,129,0,0,64,22,50
4114,2015062110,32,324,0,0,62,20,50
4115,2015062111,33,294,0,0,61,20,50
4116,2015062112,33,120,0,0,62,22,42
4117,2015062113,33,78,0,0,60,23,34
4118,2015062114,32,54,2,0,60,22,35
4119,2015062115,31,149,0,0,68,24,38
4120,2015062116,30,181,0,0,77,18,39
4121,2015062117,28,141,2,0,79,27,34
4122,2015062118,28,142,0,0,83,20,31
4123,2015062119,28,170,0,0,83,16,30
4124,2015062120,28,159,0,0,81,3,30
4125,2015062121,28,126,0,0,80,0,25
4126,2015062122,28,71,0,0,79,7,20
4127,2015062123,28,182,0,0,81,15,16
4128,2015062200,28,123,0,0,80,0,13
4129,2015062201,27,134,0,0,79,9,8
4130,2015062202,27,113,0,0,80,5,7
4131,2015062203,27,107,0,0,80,2,4
4132,2015062204,27,356,0,0,81,10,9
4133,2015062205,27,320,0,0,81,8,8
4134,2015062206,27,124,0,0,79,13,13
4135,2015062207,29,185,0,0,73,10,12
4136,2015062208,30,239,0,0,69,15,22
4137,2015062209,32,294,0,0,62,15,31
4138,2015062210,34,311,0,0,59,22,56
4139,2015062211,33,303,0,0,63,23,61
4140,2015062212,34,291,0,0,61,20,52
4141,2015062213,33,280,0,0,63,20,0
4142,2015062214,33,287,0,0,60,15,19
4143,2015062215,33,270,0,0,62,18,27
4144,2015062216,31,138,0,0,71,22,30
4145,2015062217,30,115,0,0,68,26,35
4146,2015062218,30,142,0,0,71,23,32
4147,2015062219,30,111,0,0,73,20,27
4148,2015062220,29,118,0,0,75,16,22
4149,2015062221,29,133,0,0,74,11,25
4150,2015062222,29,111,0,0,75,10,23
4151,2015062223,28,143,0,0,76,11,28
4152,2015062300,28,119,0,0,78,15,18
4153,2015062301,28,117,0,0,81,12,17
4154,2015062302,28,123,0,0,81,11,11
4155,2015062303,27,123,0,0,81,12,20
4156,2015062304,27,129,0,0,79,11,24
4157,2015062305,27,126,0,0,78,6,22
4158,2015062306,28,142,0,0,77,9,19
4159,2015062307,29,201,0,0,73,11,16
4160,2015062308,31,189,0,0,67,19,22
4161,2015062309,33,253,0,0,58,17,25
4162,2015062310,34,292,0,0,54,21,30
4163,2015062311,34,307,0,0,58,24,31
4164,2015062312,34,287,0,0,57,23,31
4165,2015062313,34,292,0,0,59,5,16
4166,2015062314,33,187,2,0,62,13,23
4167,2015062315,31,155,0,0,68,21,38
4168,2015062316,29,136,0,0,80,22,53
4169,2015062317,28,230,0,0,84,20,47
4170,2015062318,27,348,0,0,87,18,45
4171,2015062319,27,163,0,0,88,20,37
4172,2015062320,27,203,0,0,88,11,30
4173,2015062321,27,223,0,0,86,8,20
4174,2015062322,27,141,0,0,86,9,13
4175,2015062323,27,84,0,0,85,11,16
4176,2015062400,27,126,0,0,86,11,18
4177,2015062401,27,121,0,0,86,7,10
4178,2015062402,27,109,0,0,86,4,7
4179,2015062403,27,11,0,0,85,2,7
4180,2015062404,27,124,0,0,87,2,8
4181,2015062405,27,129,0,0,86,1,7
4182,2015062406,27,273,0,0,84,8,2
4183,2015062407,29,197,0,0,80,5,12
4184,2015062408,31,242,0,0,72,13,29
4185,2015062409,33,222,0,0,63,9,40
4186,2015062410,33,298,0,0,59,19,42
4187,2015062411,32,304,0,0,65,15,37
4188,2015062412,31,304,0,0,69,23,41
4189,2015062413,30,314,0,2,77,21,45
4190,2015062414,29,152,0,14,82,26,45
4191,2015062415,27,197,0,0,86,20,45
4192,2015062416,27,111,1,0,87,14,32
4193,2015062417,28,112,0,0,86,10,27
4194,2015062418,28,150,0,0,85,11,28
4195,2015062419,28,123,0,0,86,12,21
4196,2015062420,28,246,0,0,86,12,20
4197,2015062421,28,112,0,0,86,12,20
4198,2015062422,28,158,0,0,85,10,20
4199,2015062423,28,124,0,0,86,6,14
4200,2015062500,27,82,0,0,86,3,8
4201,2015062501,27,84,1,0,86,9,11
4202,2015062502,27,167,1,0,87,7,17
4203,2015062503,27,193,0,0,86,4,16
4204,2015062504,27,310,0,0,87,2,18
4205,2015062505,26,331,0,0,88,5,19
4206,2015062506,27,293,0,0,87,10,30
4207,2015062507,28,215,0,0,80,11,35
4208,2015062508,30,184,0,0,71,13,40
4209,2015062509,32,214,0,0,64,16,45
4210,2015062510,34,203,0,0,58,15,43
4211,2015062511,34,298,0,0,59,13,50
4212,2015062512,33,299,4,0,64,17,46
4213,2015062513,34,297,0,0,65,21,58
4214,2015062514,33,282,3,0,64,25,59
4215,2015062515,33,270,0,0,63,20,36
4216,2015062516,34,286,0,0,60,13,30
4217,2015062517,33,287,0,0,60,8,43
4218,2015062518,32,289,0,0,63,11,37
4219,2015062519,31,311,0,0,68,15,33
4220,2015062520,31,333,2,0,70,18,31
4221,2015062521,31,271,0,0,71,19,39
4222,2015062522,31,357,0,0,73,15,44
4223,2015062523,30,260,0,0,73,18,44
4224,2015062600,30,290,0,0,76,10,43
4225,2015062601,30,291,0,0,74,12,43
4226,2015062602,29,304,0,0,73,8,32
4227,2015062603,29,299,3,0,74,15,30
4228,2015062604,29,307,2,0,71,11,28
4229,2015062605,29,301,0,0,71,15,42
4230,2015062606,30,268,0,0,69,7,40
4231,2015062607,31,253,0,0,64,14,39
4232,2015062608,33,253,0,0,59,21,43
4233,2015062609,34,279,0,0,57,29,45
4234,2015062610,35,282,0,0,56,21,50
4235,2015062611,35,272,0,0,54,14,48
4236,2015062612,36,306,0,0,55,15,49
4237,2015062613,35,297,0,0,59,19,49
4238,2015062614,34,271,0,0,60,21,50
4239,2015062615,33,284,0,0,61,17,50
4240,2015062616,33,295,0,0,63,17,48
4241,2015062617,33,305,0,0,65,18,43
4242,2015062618,32,311,0,0,67,19,37
4243,2015062619,31,313,0,0,71,16,38
4244,2015062620,30,312,0,0,73,12,34
4245,2015062621,30,309,0,0,72,11,40
4246,2015062622,30,310,0,0,72,13,40
4247,2015062623,30,56,0,0,73,13,47
4248,2015062700,30,281,0,0,73,16,45
4249,2015062701,30,310,0,0,72,16,40
4250,2015062702,30,316,0,0,71,17,38
4251,2015062703,30,290,0,0,70,14,38
4252,2015062704,30,316,0,0,71,14,37
4253,2015062705,30,322,0,0,70,16,30
4254,2015062706,30,247,0,0,68,17,30
4255,2015062707,32,304,0,0,64,17,37
4256,2015062708,33,220,2,0,58,11,46
4257,2015062709,34,177,0,0,56,15,54
4258,2015062710,34,271,3,0,57,16,51
4259,2015062711,34,279,0,0,60,17,57
4260,2015062712,35,279,0,0,60,20,50
4261,2015062713,34,263,0,0,60,17,50
4262,2015062714,34,284,0,0,59,18,43
4263,2015062715,34,268,0,0,60,16,51
4264,2015062716,33,270,0,0,63,18,51
4265,2015062717,32,270,0,0,64,13,48
4266,2015062718,32,294,0,0,64,11,35
4267,2015062719,31,254,2,0,65,12,32
4268,2015062720,31,220,2,0,67,19,38
4269,2015062721,31,268,1,0,68,13,43
4270,2015062722,31,285,0,0,68,17,45
4271,2015062723,31,193,0,0,70,19,39
4272,2015062800,30,137,0,0,74,20,42
4273,2015062801,30,314,0,0,74,16,39
4274,2015062802,31,340,0,0,68,12,43
4275,2015062803,30,314,0,0,70,18,37
4276,2015062804,29,319,3,0,75,16,30
4277,2015062805,29,297,0,0,76,17,30
4278,2015062806,30,293,0,0,74,12,39
4279,2015062807,31,274,0,0,70,15,48
4280,2015062808,32,267,0,0,64,14,51
4281,2015062809,33,280,0,0,60,14,44
4282,2015062810,33,273,0,0,60,13,45
4283,2015062811,34,275,0,0,58,13,37
4284,2015062812,35,253,0,0,55,20,41
4285,2015062813,36,300,0,0,53,17,33
4286,2015062814,36,296,0,0,54,19,27
4287,2015062815,35,297,0,0,57,13,15
4288,2015062816,35,297,0,0,56,13,20
4289,2015062817,34,282,0,0,59,8,23
4290,2015062818,33,318,0,0,62,13,33
4291,2015062819,32,293,0,0,61,12,26
4292,2015062820,31,324,0,0,67,20,26
4293,2015062821,31,323,0,0,69,12,32
4294,2015062822,31,297,0,0,71,18,38
4295,2015062823,31,303,0,0,72,14,42
4296,2015062900,30,294,0,0,73,24,41
4297,2015062901,30,300,0,0,73,28,50
4298,2015062902,30,308,0,0,73,30,48
4299,2015062903,30,302,0,0,73,26,42
4300,2015062904,29,305,0,0,74,20,31
4301,2015062905,29,300,0,0,72,20,31
4302,2015062906,30,324,0,0,69,19,33
4303,2015062907,31,285,0,0,65,14,38
4304,2015062908,33,293,0,0,63,13,31
4305,2015062909,33,298,0,0,64,11,26
4306,2015062910,33,278,0,0,64,0,15
4307,2015062911,34,273,0,0,62,14,27
4308,2015062912,34,272,4,0,59,15,37
4309,2015062913,34,273,0,0,59,12,42
4310,2015062914,34,274,0,0,57,19,38
4311,2015062915,35,279,0,0,56,18,36
4312,2015062916,34,250,0,0,57,24,49
4313,2015062917,34,257,0,0,57,26,53
4314,2015062918,34,254,0,0,57,24,55
4315,2015062919,33,180,0,0,57,19,51
4316,2015062920,32,131,0,0,62,15,49
4317,2015062921,31,118,0,0,68,20,48
4318,2015062922,30,102,0,0,71,20,44
4319,2015062923,30,183,0,0,73,18,38
4320,2015063000,29,117,0,0,74,12,25
4321,2015063001,29,29,0,0,74,13,20
4322,2015063002,30,299,0,0,70,9,17
4323,2015063003,29,258,0,0,71,15,16
4324,2015063004,29,314,0,0,70,10,17
4325,2015063005,29,331,0,0,68,14,21
4326,2015063006,30,318,0,0,65,11,25
4327,2015063007,32,266,0,0,62,12,34
4328,2015063008,33,282,0,0,60,12,45
4329,2015063009,33,277,4,0,62,11,47
4330,2015063010,33,273,0,0,60,16,55
4331,2015063011,34,283,0,0,59,14,59
4332,2015063012,34,271,0,0,61,15,67
4333,2015063013,35,264,0,0,59,0,0
4334,2015063014,34,293,0,0,60,9,62
4335,2015063015,35,272,0,0,57,9,58
4336,2015063016,35,278,0,0,54,11,54
4337,2015063017,34,313,0,0,58,14,50
4338,2015063018,32,322,0,0,61,15,50
4339,2015063019,32,313,0,0,61,11,57
4340,2015063020,31,309,0,0,65,20,54
4341,2015063021,31,310,0,0,68,16,56
4342,2015063022,30,301,0,0,69,23,45
4343,2015063023,30,311,2,0,67,20,48
4344,2015070100,30,307,0,0,67,21,38
4345,2015070101,30,300,0,0,66,18,37
4346,2015070102,30,283,0,0,64,14,26
4347,2015070103,30,192,0,0,63,13,29
4348,2015070104,30,72,0,0,63,17,27
4349,2015070105,30,190,1,0,65,17,27
4350,2015070106,30,270,0,0,63,0,14
4351,2015070107,32,204,0,0,58,11,18
4352,2015070108,33,263,0,0,56,13,23
4353,2015070109,34,263,0,0,54,15,41
4354,2015070110,35,283,0,0,56,17,50
4355,2015070111,35,273,0,0,58,20,64
4356,2015070112,34,268,0,0,59,18,65
4357,2015070113,35,268,0,0,56,22,67
4358,2015070114,35,275,4,0,57,19,72
4359,2015070115,35,264,0,0,59,23,74
4360,2015070116,34,270,0,0,59,23,74
4361,2015070117,34,246,0,0,60,23,65
4362,2015070118,33,250,0,0,61,21,59
4363,2015070119,33,237,0,0,62,14,50
4364,2015070120,32,286,2,0,64,15,42
4365,2015070121,32,295,0,0,64,19,38
4366,2015070122,32,306,0,0,63,19,35
4367,2015070123,31,295,0,0,66,28,33
4368,2015070200,31,257,0,0,68,21,26
4369,2015070201,30,318,0,0,68,27,30
4370,2015070202,30,250,0,0,69,18,27
4371,2015070203,30,244,0,0,69,14,33
4372,2015070204,30,352,0,0,70,15,33
4373,2015070205,30,308,2,0,68,11,32
4374,2015070206,30,281,2,0,66,11,32
4375,2015070207,32,209,0,0,63,7,22
4376,2015070208,33,245,0,0,59,14,24
4377,2015070209,34,225,0,0,55,20,31
4378,2015070210,36,255,0,0,52,19,43
4379,2015070211,36,282,0,0,54,19,53
4380,2015070212,36,300,0,0,55,19,56
4381,2015070213,36,280,0,0,58,26,53
4382,2015070214,36,296,0,0,56,25,0
4383,2015070215,36,309,0,0,57,24,59
4384,2015070216,35,276,0,0,60,23,63
4385,2015070217,34,286,3,0,58,23,56
4386,2015070218,33,277,0,0,57,20,54
4387,2015070219,32,315,0,0,57,13,49
4388,2015070220,32,308,0,0,56,11,42
4389,2015070221,32,302,0,0,58,14,34
4390,2015070222,31,287,0,0,61,17,35
4391,2015070223,31,126,0,0,62,17,36
4392,2015070300,30,128,2,0,71,11,34
4393,2015070301,29,133,2,0,73,12,30
4394,2015070302,29,121,0,0,73,15,35
4395,2015070303,29,124,0,0,71,12,34
4396,2015070304,29,125,0,0,70,14,30
4397,2015070305,29,210,0,0,72,13,26
4398,2015070306,30,332,0,0,68,16,25
4399,2015070307,31,291,1,0,67,20,30
4400,2015070308,33,197,0,0,61,20,39
4401,2015070309,33,313,0,0,61,28,48
4402,2015070310,33,295,0,0,61,29,55
4403,2015070311,33,301,0,0,59,27,50
4404,2015070312,32,318,0,0,67,19,48
4405,2015070313,31,318,0,0,72,12,46
4406,2015070314,31,321,0,0,73,14,47
4407,2015070315,32,315,3,0,71,17,47
4408,2015070316,31,315,0,0,75,14,44
4409,2015070317,31,323,0,0,76,17,42
4410,2015070318,31,311,0,0,75,21,40
4411,2015070319,31,133,2,0,73,22,39
4412,2015070320,30,115,0,0,72,20,40
4413,2015070321,30,161,0,0,70,16,39
4414,2015070322,30,108,0,0,72,13,38
4415,2015070323,30,178,0,0,73,12,30
4416,2015070400,29,227,0,0,74,8,36
4417,2015070401,29,121,0,0,75,8,26
4418,2015070402,29,121,0,0,76,10,26
4419,2015070403,28,119,0,0,78,14,23
4420,2015070404,28,112,0,0,78,20,33
4421,2015070405,28,120,0,0,79,14,34
4422,2015070406,28,156,0,0,78,11,27
4423,2015070407,30,238,0,0,72,13,28
4424,2015070408,31,293,0,0,70,20,46
4425,2015070409,32,277,0,0,67,22,62
4426,2015070410,33,300,0,0,67,14,61
4427,2015070411,33,303,0,0,65,19,51
4428,2015070412,33,310,0,0,66,20,41
4429,2015070413,33,302,0,0,66,26,44
4430,2015070414,33,294,0,0,67,23,42
4431,2015070415,32,307,0,0,69,25,51
4432,2015070416,32,262,0,0,68,27,53
4433,2015070417,31,146,0,0,72,28,55
4434,2015070418,30,217,0,0,76,26,41
4435,2015070419,29,274,0,0,78,22,38
4436,2015070420,28,238,0,0,82,16,36
4437,2015070421,28,146,0,0,78,11,42
4438,2015070422,29,157,0,0,76,8,28
4439,2015070423,29,116,0,0,77,10,22
4440,2015070500,29,102,0,0,75,7,15
4441,2015070501,29,117,2,0,75,7,13
4442,2015070502,29,99,2,0,75,4,12
4443,2015070503,29,117,0,0,75,7,11
4444,2015070504,29,106,0,0,74,4,14
4445,2015070505,30,100,0,0,72,6,12
4446,2015070506,30,99,0,0,71,7,9
4447,2015070507,31,99,0,0,69,6,9
4448,2015070508,32,93,0,0,65,4,13
4449,2015070509,33,119,4,0,61,5,15
4450,2015070510,34,105,0,0,57,4,16
4451,2015070511,34,124,0,0,56,4,13
4452,2015070512,34,105,4,0,57,5,10
4453,2015070513,34,105,0,0,59,6,12
4454,2015070514,33,103,0,0,60,5,15
4455,2015070515,33,112,4,0,60,4,15
4456,2015070516,33,109,0,0,61,9,10
4457,2015070517,32,108,0,0,64,8,16
4458,2015070518,31,106,0,0,66,5,22
4459,2015070519,31,88,0,0,67,4,21
4460,2015070520,31,111,3,0,68,5,18
4461,2015070521,31,108,0,0,68,4,11
4462,2015070522,31,103,0,0,68,3,18
4463,2015070523,31,110,0,0,68,1,15
4464,2015070600,30,116,0,0,68,2,16
4465,2015070601,30,107,0,0,67,6,8
4466,2015070602,30,104,0,0,68,8,12
4467,2015070603,30,111,0,0,68,12,11
4468,2015070604,30,110,0,0,68,6,14
4469,2015070605,30,107,0,0,68,4,13
4470,2015070606,30,102,0,0,70,4,10
4471,2015070607,31,114,0,0,67,2,9
4472,2015070608,32,118,0,0,63,10,10
4473,2015070609,32,122,0,0,61,7,19
4474,2015070610,33,128,0,0,58,9,28
4475,2015070611,34,132,0,0,56,0,0
4476,2015070612,34,117,0,0,55,3,20
4477,2015070613,35,136,0,0,52,6,24
4478,2015070614,35,112,0,0,52,7,25
4479,2015070615,35,119,0,0,52,7,33
4480,2015070616,34,288,0,0,60,6,39
4481,2015070617,32,110,0,0,68,14,43
4482,2015070618,31,222,0,0,71,25,48
4483,2015070619,31,122,0,0,69,25,45
4484,2015070620,31,111,0,0,65,17,32
4485,2015070621,30,93,0,0,67,8,25
4486,2015070622,30,92,0,0,68,5,10
4487,2015070623,30,129,0,0,68,8,18
4488,2015070700,30,168,0,0,68,6,11
4489,2015070701,30,142,0,0,68,11,17
4490,2015070702,29,117,0,0,70,5,7
4491,2015070703,29,127,0,0,69,4,17
4492,2015070704,29,117,1,0,70,1,17
4493,2015070705,29,296,0,0,72,4,20
4494,2015070706,29,98,0,0,72,4,16
4495,2015070707,31,197,0,0,68,10,18
4496,2015070708,31,147,0,0,64,7,19
4497,2015070709,33,109,0,0,60,9,24
4498,2015070710,34,113,0,0,57,11,25
4499,2015070711,35,117,0,0,55,18,29
4500,2015070712,35,129,0,0,54,18,30
4501,2015070713,35,137,0,0,54,10,29
4502,2015070714,35,121,0,0,52,4,33
4503,2015070715,34,107,0,0,55,7,33
4504,2015070716,33,119,0,0,57,10,32
4505,2015070717,33,107,0,0,58,11,29
4506,2015070718,32,107,3,0,62,5,23
4507,2015070719,31,100,0,0,63,7,20
4508,2015070720,31,114,0,0,61,5,16
4509,2015070721,31,104,0,0,59,8,16
4510,2015070722,32,98,4,0,55,4,16
4511,2015070723,32,107,0,0,54,4,11
4512,2015070800,31,113,0,0,60,4,9
4513,2015070801,31,112,0,0,61,2,12
4514,2015070802,31,111,0,0,61,2,13
4515,2015070803,31,114,0,0,62,0,12
4516,2015070804,30,109,0,0,63,4,11
4517,2015070805,30,115,4,0,64,2,14
4518,2015070806,31,106,0,0,61,4,13
4519,2015070807,32,109,0,0,60,5,10
4520,2015070808,33,111,6,0,55,5,8
4521,2015070809,34,113,0,0,53,7,14
4522,2015070810,34,107,0,0,52,1,20
4523,2015070811,33,103,0,0,54,6,24
4524,2015070812,33,113,0,0,55,2,21
4525,2015070813,34,115,5,0,54,9,25
4526,2015070814,33,108,0,0,56,0,0
4527,2015070815,33,112,0,0,59,10,0
4528,2015070816,33,105,0,0,59,6,25
4529,2015070817,32,103,0,0,61,8,20
4530,2015070818,31,106,0,0,62,3,21
4531,2015070819,31,104,0,0,64,5,23
4532,2015070820,31,111,5,0,68,3,18
4533,2015070821,30,113,0,0,68,8,23
4534,2015070822,30,105,4,0,66,6,23
4535,2015070823,30,108,0,0,66,6,25
4536,2015070900,30,102,0,0,71,2,17
4537,2015070901,29,105,0,0,70,0,9
4538,2015070902,29,105,0,0,71,5,9
4539,2015070903,29,103,0,0,73,7,13
4540,2015070904,29,109,0,0,74,9,17
4541,2015070905,29,114,0,0,74,1,23
4542,2015070906,29,93,0,0,75,2,14
4543,2015070907,28,117,2,0,81,9,22
4544,2015070908,27,101,0,2,87,11,17
4545,2015070909,27,152,0,0,87,11,22
4546,2015070910,29,72,0,0,81,3,12
4547,2015070911,31,69,0,0,74,3,25
4548,2015070912,30,59,0,1,77,2,28
4549,2015070913,29,118,0,0,80,6,34
4550,2015070914,30,54,0,0,80,11,31
4551,2015070915,29,87,0,0,77,8,18
4552,2015070916,29,87,0,0,79,10,14
4553,2015070917,29,84,2,0,76,4,24
4554,2015070918,29,69,0,0,76,12,28
4555,2015070919,29,61,0,0,74,12,28
4556,2015070920,29,48,0,0,73,16,26
4557,2015070921,29,262,0,0,76,9,22
4558,2015070922,28,298,1,1,84,12,16
4559,2015070923,27,291,0,0,87,9,17
4560,2015071000,27,224,0,0,87,6,17
